Time (s),x (m),y (m),latitude,longitude,status,timestamp,Speed,Course,Date,ModeRMC,NAVStatus,NSIndicator,EWIndicator,MagneticVariation,MagneticVariationEW,StrMotorSwitch
11.716261148452759,0.2674659853801131,-0.018532490357756615,57.68804149999999,11.978947833333333,A,173516.40,0.010,,040722,A,V,N,E,,,1
11.82144808769226,0.25755983777344227,-0.018532490357756615,57.68804149999999,11.978947666666667,A,173516.50,0.023,,040722,A,V,N,E,,,1
11.924570083618164,0.25755983777344227,-0.018532490357756615,57.68804149999999,11.978947666666667,A,173516.60,0.042,,040722,A,V,N,E,,,1
12.019466161727905,0.24765369028318673,-0.018532490357756615,57.68804149999999,11.9789475,A,173516.70,0.056,,040722,A,V,N,E,,,1
12.120649099349976,0.24765369028318673,0.0,57.68804166666667,11.9789475,A,173516.80,0.024,,040722,A,V,N,E,,,1
12.218892097473145,0.24765369028318673,0.0,57.68804166666667,11.9789475,A,173516.90,0.019,,040722,A,V,N,E,,,1
12.321282148361206,0.24765369028318673,0.0,57.68804166666667,11.9789475,A,173517.00,0.015,,040722,A,V,N,E,,,1
12.41821002960205,0.24765369028318673,0.0,57.68804166666667,11.9789475,A,173517.10,0.006,,040722,A,V,N,E,,,1
12.519844055175781,0.25755983777344227,-0.018532490357756615,57.68804149999999,11.978947666666667,A,173517.20,0.069,,040722,A,V,N,E,,,1
12.62065601348877,0.25755983777344227,-0.018532490357756615,57.68804149999999,11.978947666666667,A,173517.30,0.028,,040722,A,V,N,E,,,1
12.721333980560303,0.25755983777344227,-0.018532490357756615,57.68804149999999,11.978947666666667,A,173517.40,0.007,,040722,A,V,N,E,,,1
