Description :  ; walk_time = 2.0 ; speed_up_time = 3.0 ; balancing_time = 0.0
RealTime,Time (s),CalculationTime (s),Roll (deg),SteeringAngle (deg),RollRate (deg),ControlInput (deg),gy (rad/s),gz (rad/s),ax (g),ay (g),az (g),imu_read_timing (s),SteerMotorCurrent (A)
10:33:36.628671,3.70330,0.00739,-1.09460,19.62162,-0.02296,1.13514,-0.00013,0.00022,-0.01671,0.00518,0.98881,3.69107,0.11233
10:33:36.637158,3.71206,0.00595,-1.09253,19.62162,0.12579,1.13514,0.00185,0.00083,-0.01440,0.00641,0.98680,3.70075,0.02198
10:33:36.647721,3.72263,0.00616,-1.09266,19.62324,0.04704,1.13027,-0.00028,-0.00314,-0.01647,0.00476,0.99003,3.71128,0.02442
10:33:36.657920,3.73281,0.00598,-1.09397,19.62486,0.08204,1.12541,-0.00135,-0.00161,-0.01543,0.00299,0.98875,3.72144,0.01954
10:33:36.669295,3.74419,0.00700,-1.09316,19.62649,0.40579,1.12054,-0.00074,0.00282,-0.01696,0.00122,0.99088,3.73265,0.01954
10:33:36.678702,3.75359,0.00604,-1.09120,19.62811,0.06454,1.12054,-0.00059,0.00083,-0.01470,0.00701,0.99168,3.74232,0.01954
10:33:36.688181,3.76309,0.00531,-1.08974,19.62973,0.03829,1.11081,-0.00059,0.00068,-0.01366,0.00671,0.98759,3.75241,0.08791
10:33:36.699383,3.77428,0.00614,-1.08566,19.62973,0.26579,1.11081,-0.00044,-0.00008,-0.01610,0.00701,0.98875,3.76295,0.08547
10:33:36.710585,3.78530,0.00679,-1.08613,19.62973,0.10829,1.11081,0.00079,-0.00161,-0.01348,0.00366,0.98997,3.77415,0.02198
10:33:36.720208,3.79512,0.00642,-1.08612,19.63135,0.10829,1.11081,-0.00105,0.00037,-0.01379,0.00439,0.99076,3.78394,0.08303
10:33:36.732130,3.80704,0.00799,-1.08205,19.63135,0.19579,1.10595,0.00124,0.00083,-0.01299,0.00781,0.98985,3.79497,0.05128
10:33:36.741943,3.81683,0.00725,-1.08054,19.63459,0.30079,1.09622,0.00033,0.00129,-0.01318,0.00372,0.98875,3.80568,0.06838
10:33:36.751216,3.82611,0.00617,-1.07910,19.63459,0.21329,1.09622,0.00201,-0.00085,-0.01281,0.00512,0.99210,3.81484,0.06105
10:33:36.761996,3.83689,0.00676,-1.07661,19.63459,0.40579,1.09622,-0.00044,-0.00070,-0.01293,0.00354,0.99058,3.82576,0.01709
10:33:36.772528,3.84718,0.00668,-1.07319,19.63459,0.23954,1.09622,0.00033,-0.00115,-0.01257,0.00708,0.99015,3.83531,0.06349
10:33:36.781940,3.85614,0.00528,-1.07135,19.63459,0.15204,1.09622,0.00094,0.00144,-0.01232,0.00616,0.98966,3.84546,0.08303
10:33:36.792481,3.86739,0.00616,-1.06985,19.63459,0.24829,1.09622,-0.00288,-0.00131,-0.01153,0.00458,0.98881,3.85602,0.01221
10:33:36.803569,3.87846,0.00656,-1.06481,19.63459,0.49329,1.09622,0.00017,-0.00024,-0.01257,0.00561,0.98838,3.86681,0.01221
10:33:36.813132,3.88804,0.00594,-1.06231,19.63622,0.25704,1.09622,0.00033,-0.00070,-0.01366,0.00592,0.98826,3.87673,0.02930
10:33:36.824652,3.89954,0.00709,-1.06137,19.63622,0.25704,1.09135,-0.00166,-0.00192,-0.01299,0.00378,0.99155,3.88802,0.07814
10:33:36.833958,3.90886,0.00604,-1.05845,19.63784,0.24829,1.09135,0.00201,-0.00100,-0.01476,0.00671,0.98826,3.89742,0.00977
10:33:36.844535,3.91943,0.00640,-1.05891,19.63946,0.01204,1.08162,0.00063,-0.00467,-0.01403,0.00537,0.98887,3.90808,0.04640
10:33:36.854835,3.92972,0.00632,-1.05239,19.64108,0.41454,1.07676,0.00323,-0.00482,-0.01531,0.00878,0.98863,3.91818,0.06838
10:33:36.865319,3.94021,0.00601,-1.05365,19.64108,0.16079,1.07676,0.00079,-0.00054,-0.01665,0.00275,0.98985,3.92894,0.08303
10:33:36.875781,3.95069,0.00613,-1.05226,19.64108,0.15204,1.07676,-0.00089,-0.00039,-0.01769,0.00592,0.98765,3.93937,0.06593
10:33:36.886010,3.96091,0.00598,-1.05285,19.64270,0.19579,1.07189,0.00247,-0.00008,-0.01732,0.00317,0.98942,3.94973,0.02930
10:33:36.896521,3.97143,0.00615,-1.05165,19.64432,0.20454,1.06703,-0.00212,-0.00054,-0.01769,0.00512,0.98802,3.96007,0.01709
10:33:36.907873,3.98207,0.00616,-1.04889,19.64595,0.29204,1.06216,0.00262,-0.00008,-0.01440,0.00579,0.99015,3.97081,0.01221
10:33:36.917013,3.99192,0.00581,-1.04381,19.64757,0.35329,1.05730,0.00048,-0.00115,-0.01269,0.00787,0.98777,3.98124,0.02198
10:33:36.928454,4.00337,0.00634,-1.04138,19.64919,0.23079,1.05243,-0.00395,-0.00131,-0.01452,0.00610,0.99021,3.99271,0.04640
10:33:36.939021,4.01392,0.00670,-1.04055,19.65081,0.46704,1.04757,0.00063,-0.00100,-0.01641,0.00183,0.99040,4.00304,0.03175
10:33:36.950008,4.02491,0.00692,-1.03502,19.65081,0.52829,1.04757,-0.00212,-0.00131,-0.01305,0.00628,0.98979,4.01379,0.05617
10:33:36.959893,4.03480,0.00645,-1.03113,19.65081,0.50204,1.04757,-0.00273,-0.00039,-0.01281,0.00561,0.99143,4.02316,0.08303
10:33:36.969980,4.04489,0.00618,-1.02543,19.65243,0.52829,1.04270,-0.00257,-0.00039,-0.01348,0.00634,0.99113,4.03442,0.05128
10:33:36.980999,4.05520,0.00613,-1.02176,19.65405,0.59829,1.03784,0.00155,-0.00039,-0.01049,0.00396,0.98741,4.04456,0.01465
10:33:36.990045,4.06496,0.00536,-1.01606,19.65568,0.47579,1.03784,-0.00105,0.00007,-0.01397,0.00787,0.99088,4.05453,0.05861
10:33:37.000903,4.07581,0.00601,-1.01014,19.65568,0.67704,1.03297,-0.00257,0.00175,-0.01372,0.00598,0.98832,4.06445,0.08547
10:33:37.011463,4.08636,0.00620,-1.00554,19.65568,0.49329,1.03297,-0.00089,0.00266,-0.01165,0.00628,0.98814,4.07498,0.09768
10:33:37.022856,4.09775,0.00723,-1.00416,19.65568,0.44954,1.03297,0.00002,-0.00375,-0.01251,0.00299,0.98869,4.08588,0.08547
10:33:37.032507,4.10739,0.00638,-1.00085,19.65568,0.58079,1.03297,-0.00303,-0.00253,-0.01476,0.00427,0.99101,4.09580,0.07326
10:33:37.042940,4.11699,0.00604,-0.99777,19.65568,0.44954,1.03297,0.00017,-0.00238,-0.01293,0.00512,0.99076,4.10655,0.02442
10:33:37.053095,4.12713,0.00533,-0.98958,19.65568,0.60704,1.03297,-0.00273,-0.00375,-0.01488,0.00970,0.98857,4.11644,0.09524
10:33:37.063482,4.13839,0.00625,-0.98378,19.65730,0.60704,1.02811,0.00094,-0.00192,-0.01379,0.00659,0.98625,4.12706,0.07326
10:33:37.073613,4.14852,0.00595,-0.97811,19.65730,0.72954,1.02811,-0.00089,-0.00024,-0.01470,0.00549,0.98753,4.13718,0.10501
10:33:37.083844,4.15876,0.00584,-0.97075,19.65730,0.75579,1.02811,-0.00089,-0.00283,-0.01592,0.00653,0.98722,4.14811,0.12454
10:33:37.095450,4.17036,0.00707,-0.96321,19.65730,0.58954,1.02811,-0.00257,-0.00146,-0.01464,0.00927,0.99210,4.15858,0.07570
10:33:37.104132,4.17905,0.00528,-0.95811,19.65730,0.53704,1.02811,0.00124,-0.00283,-0.01464,0.00756,0.98832,4.16841,0.11966
10:33:37.117203,4.19210,0.00811,-0.95212,19.65730,0.47579,1.02811,0.00079,-0.00268,-0.01434,0.00811,0.99052,4.18060,0.02442
10:33:37.125281,4.20019,0.00601,-0.94830,19.66054,0.55454,1.02811,-0.00242,0.00053,-0.01354,0.00653,0.99162,4.18978,0.06838
10:33:37.135909,4.21082,0.00628,-0.94131,19.66378,0.60704,1.00865,-0.00425,-0.00222,-0.01531,0.00939,0.98832,4.19935,0.06593
10:33:37.145264,4.22018,0.00527,-0.93100,19.66541,0.82579,1.00378,-0.00074,0.00098,-0.01470,0.01043,0.98875,4.20950,0.02198
10:33:37.156719,4.23162,0.00636,-0.92765,19.66541,0.23079,1.00378,-0.00028,0.00190,-0.01360,0.00927,0.98735,4.22028,0.01221
10:33:37.166726,4.24162,0.00600,-0.92144,19.66703,0.58079,0.99892,-0.00273,0.00175,-0.01623,0.00885,0.98863,4.23030,0.06349
10:33:37.176998,4.25189,0.00606,-0.91721,19.66865,0.41454,0.99405,-0.00013,0.00114,-0.01562,0.00848,0.98698,4.24048,0.08059
10:33:37.188559,4.26267,0.00616,-0.91124,19.67027,0.40579,0.98919,0.00109,0.00312,-0.01501,0.01037,0.98966,4.25133,0.04884
10:33:37.198002,4.27220,0.00532,-0.90554,19.67189,0.53704,0.98432,0.00124,0.00236,-0.01647,0.00897,0.98966,4.26149,0.01709
10:33:37.208919,4.28382,0.00658,-0.90117,19.67351,0.45829,0.97946,0.00369,-0.00131,-0.01318,0.00823,0.98814,4.27203,0.05861
10:33:37.219344,4.29426,0.00680,-0.89555,19.67514,0.64204,0.97459,-0.00319,0.00114,-0.01360,0.00756,0.98826,4.28255,0.05861
10:33:37.228791,4.30369,0.00604,-0.89284,19.67514,0.44079,0.97459,-0.00151,-0.00054,-0.01470,0.00708,0.99046,4.29239,0.07326
10:33:37.239972,4.31486,0.00699,-0.88637,19.67514,0.54579,0.97459,-0.00028,-0.00115,-0.01214,0.00994,0.99113,4.30278,0.05372
10:33:37.249110,4.32401,0.00594,-0.88222,19.67676,0.44079,0.97459,-0.00334,-0.00100,-0.01263,0.00885,0.99143,4.31272,0.02198
10:33:37.260510,4.33509,0.00682,-0.87632,19.67676,0.45829,0.96973,0.00155,-0.00176,-0.01257,0.01043,0.98930,4.32322,0.00977
10:33:37.269651,4.34455,0.00592,-0.87117,19.67676,0.45829,0.96973,-0.00212,-0.00207,-0.01318,0.00994,0.99192,4.33323,0.08791
10:33:37.280262,4.35447,0.00548,-0.86737,19.67838,0.31829,0.96486,-0.00135,-0.00192,-0.01183,0.00982,0.98728,4.34379,0.05617
10:33:37.291083,4.36598,0.00663,-0.86393,19.67838,0.28329,0.96486,-0.00181,-0.00039,-0.01330,0.00988,0.98887,4.35446,0.05372
10:33:37.300791,4.37569,0.00594,-0.85994,19.67838,0.30079,0.96486,-0.00028,-0.00283,-0.01086,0.01061,0.98930,4.36438,0.05861
10:33:37.311904,4.38681,0.00675,-0.85742,19.67838,0.01204,0.96486,-0.00212,-0.00146,-0.01348,0.01220,0.98728,4.37504,0.07082
10:33:37.321397,4.39629,0.00604,-0.85540,19.67838,0.09079,0.96486,-0.00288,-0.00146,-0.01257,0.01080,0.98789,4.38502,0.06105
10:33:37.331874,4.40678,0.00617,-0.84987,19.67838,0.39704,0.96486,-0.00135,0.00251,-0.01293,0.01122,0.98832,4.39544,0.09280
10:33:37.342995,4.41787,0.00689,-0.84897,19.67838,0.14329,0.96486,-0.00166,0.00007,-0.01574,0.00885,0.98661,4.40660,0.07326
10:33:37.352516,4.42742,0.00623,-0.84752,19.67838,0.20454,0.96486,-0.00380,-0.00131,-0.01494,0.00915,0.99174,4.41610,0.06105
10:33:37.364019,4.43892,0.00735,-0.84409,19.67838,0.23954,0.96486,-0.00212,0.00083,-0.01592,0.01049,0.98771,4.42763,0.01221
10:33:37.373364,4.44775,0.00596,-0.84047,19.67838,0.20454,0.96486,-0.00288,-0.00238,-0.01629,0.01189,0.99168,4.43644,0.03907
10:33:37.383390,4.45828,0.00612,-0.83671,19.67838,0.26579,0.96486,-0.00044,0.00083,-0.01501,0.01098,0.99082,4.44697,0.01465
10:33:37.393555,4.46846,0.00593,-0.83369,19.68000,0.16954,0.96000,-0.00013,-0.00054,-0.01800,0.01141,0.98936,4.45713,0.07570
10:33:37.404085,4.47900,0.00539,-0.83113,19.68000,0.23954,0.96000,-0.00151,0.00205,-0.01793,0.00982,0.98881,4.46836,0.16361
10:33:37.417084,4.49199,0.00802,-0.83037,19.68000,0.01204,0.96000,-0.00151,0.00083,-0.01690,0.01068,0.98826,4.47943,0.10256
10:33:37.425310,4.50021,0.00596,-0.83111,19.68000,-0.11046,0.96000,0.00185,0.00007,-0.01543,0.01031,0.98893,4.48887,0.08547
10:33:37.436008,4.51092,0.00646,-0.83182,19.68000,-0.07546,0.96000,-0.00456,0.00175,-0.01494,0.01006,0.99009,4.49947,0.08303
10:33:37.446568,4.52128,0.00646,-0.83140,19.68162,-0.08421,0.95514,-0.00013,0.00037,-0.01318,0.01147,0.98936,4.51016,0.05372
10:33:37.456449,4.53136,0.00616,-0.83252,19.68162,-0.04921,0.95514,0.00140,-0.00100,-0.01464,0.00921,0.98857,4.51999,0.01465
10:33:37.466726,4.54162,0.00606,-0.82995,19.68324,0.15204,0.95027,-0.00120,-0.00344,-0.01299,0.01116,0.99186,4.53031,0.07570
10:33:37.477996,4.55238,0.00660,-0.83025,19.68324,0.08204,0.95027,-0.00028,-0.00115,-0.01177,0.00872,0.99125,4.54039,0.02686
10:33:37.488033,4.56293,0.00680,-0.82755,19.68324,0.30954,0.95027,0.00323,0.00037,-0.01372,0.00921,0.98979,4.55148,0.09280
10:33:37.497541,4.57243,0.00594,-0.82806,19.68324,0.05579,0.95027,0.00308,0.00160,-0.01116,0.00885,0.99003,4.56110,0.07570
10:33:37.508897,4.58303,0.00617,-0.82590,19.68324,0.17829,0.95027,-0.00028,-0.00024,-0.01171,0.01037,0.98899,4.57167,0.05128
10:33:37.519265,4.59358,0.00636,-0.82629,19.68324,0.09079,0.95027,-0.00105,0.00007,-0.01263,0.00854,0.98869,4.58203,0.05372
10:33:37.528720,4.60362,0.00608,-0.82591,19.68324,0.20454,0.95027,0.00277,-0.00161,-0.01128,0.00811,0.98844,4.59226,0.01954
10:33:37.539340,4.61425,0.00634,-0.82539,19.68324,-0.02296,0.95027,0.00063,0.00022,-0.01043,0.01092,0.98850,4.60274,0.06105
10:33:37.550971,4.62586,0.00776,-0.82210,19.68324,0.23954,0.95027,-0.00105,-0.00238,-0.01037,0.01080,0.98985,4.61403,0.08547
10:33:37.560439,4.63535,0.00689,-0.82246,19.68324,0.05579,0.95027,0.00017,-0.00222,-0.01244,0.00903,0.98820,4.62472,0.06838
10:33:37.569801,4.64470,0.00604,-0.82422,19.68324,0.13454,0.95027,0.00033,-0.00131,-0.01397,0.00677,0.99003,4.63342,0.08791
10:33:37.581142,4.65571,0.00667,-0.82063,19.68324,0.24829,0.95027,0.00216,-0.00283,-0.01281,0.01128,0.98869,4.64383,0.06349
10:33:37.590677,4.66557,0.00617,-0.82034,19.68324,0.08204,0.95027,-0.00319,-0.00360,-0.01446,0.00952,0.98832,4.65420,0.07082
10:33:37.600810,4.67572,0.00597,-0.81872,19.68324,0.02954,0.95027,0.00094,-0.00115,-0.01360,0.01171,0.99174,4.66438,0.10989
10:33:37.611300,4.68619,0.00609,-0.81846,19.68324,0.36204,0.95027,0.00140,-0.00451,-0.01574,0.00616,0.98918,4.67490,0.05861
10:33:37.622236,4.69715,0.00667,-0.81993,19.68324,0.06454,0.95027,0.00002,-0.00115,-0.01708,0.00775,0.99113,4.68533,0.01465
10:33:37.632098,4.70701,0.00617,-0.82191,19.68324,0.11704,0.95027,0.00201,-0.00238,-0.01616,0.00653,0.99033,4.69565,0.06349
10:33:37.644263,4.71865,0.00702,-0.81935,19.68324,0.21329,0.95027,0.00048,-0.00283,-0.01873,0.01031,0.99052,4.70715,0.05861
10:33:37.652914,4.72781,0.00598,-0.81424,19.68324,0.35329,0.95027,0.00079,-0.00467,-0.01629,0.01232,0.98991,4.71648,0.08547
10:33:37.663729,4.73863,0.00639,-0.81150,19.68486,0.09954,0.94541,-0.00578,-0.00436,-0.01519,0.01220,0.98899,4.72729,0.07082
10:33:37.674513,4.74921,0.00603,-0.80987,19.68486,0.23079,0.94541,-0.00349,-0.00176,-0.01507,0.00933,0.98680,4.73810,0.06349
10:33:37.684810,4.75972,0.00604,-0.80712,19.68486,0.16954,0.94541,-0.00074,0.00160,-0.01342,0.01153,0.98826,4.74830,0.07570
10:33:37.695858,4.77025,0.00621,-0.80402,19.68486,0.36204,0.94541,-0.00089,0.00098,-0.01372,0.00958,0.98808,4.75892,0.06105
10:33:37.705440,4.78034,0.00595,-0.79926,19.68486,0.43204,0.94541,-0.00288,-0.00100,-0.01269,0.01098,0.98979,4.76901,0.06349
10:33:37.716321,4.79110,0.00634,-0.79610,19.68649,0.23079,0.94054,-0.00105,-0.00268,-0.01189,0.01141,0.98979,4.77958,0.09280
10:33:37.726611,4.80133,0.00605,-0.79351,19.68649,0.26579,0.94054,0.00002,-0.00268,-0.01092,0.01037,0.99107,4.79019,0.05861
10:33:37.736767,4.81166,0.00608,-0.78830,19.68649,0.44079,0.94054,-0.00364,0.00221,-0.01092,0.01159,0.99131,4.80032,0.06838
10:33:37.747346,4.82226,0.00632,-0.78598,19.68649,0.34454,0.94054,-0.00380,-0.00375,-0.01171,0.00897,0.99021,4.81164,0.01465
10:33:37.758590,4.83329,0.00703,-0.78538,19.68811,0.14329,0.93568,-0.00410,0.00221,-0.01183,0.00976,0.99094,4.82212,0.05617
10:33:37.768330,4.84268,0.00622,-0.78284,19.68811,0.26579,0.93568,-0.00166,-0.00024,-0.01086,0.01086,0.98680,4.83140,0.05617
10:33:37.778089,4.85299,0.00616,-0.77980,19.68811,0.22204,0.93568,-0.00120,-0.00176,-0.01165,0.01177,0.98863,4.84143,0.07814
10:33:37.789187,4.86409,0.00649,-0.77634,19.68811,0.15204,0.93568,-0.00013,0.00129,-0.01159,0.01287,0.98838,4.85276,0.07814
10:33:37.799922,4.87431,0.00636,-0.77585,19.68811,0.06454,0.93568,-0.00151,-0.00008,-0.01360,0.01074,0.98832,4.86278,0.02198
10:33:37.809224,4.88412,0.00597,-0.77604,19.68973,-0.02296,0.93081,-0.00044,-0.00008,-0.01342,0.01098,0.99003,4.87278,0.09768
10:33:37.820114,4.89502,0.00652,-0.77508,19.68973,0.12579,0.93081,-0.00212,0.00175,-0.01598,0.01049,0.98875,4.88350,0.07326
10:33:37.829535,4.90445,0.00540,-0.77418,19.68973,-0.00546,0.93081,0.00002,-0.00115,-0.01336,0.01208,0.99284,4.89399,0.10501
10:33:37.840645,4.91555,0.00599,-0.77257,19.68973,0.24829,0.93081,0.00216,-0.00207,-0.01427,0.00994,0.98936,4.90419,0.09280
10:33:37.851104,4.92602,0.00625,-0.77323,19.68973,-0.01421,0.93081,-0.00212,-0.00039,-0.01531,0.01043,0.99204,4.91536,0.11477
10:33:37.861122,4.93602,0.00604,-0.77441,19.68973,0.12579,0.93081,0.00308,-0.00054,-0.01446,0.00830,0.99125,4.92471,0.12210
10:33:37.872190,4.94663,0.00629,-0.77682,19.68973,0.00329,0.93081,-0.00196,-0.00192,-0.01476,0.00811,0.98661,4.93515,0.04396
10:33:37.881957,4.95685,0.00608,-0.77623,19.68973,0.02079,0.93081,-0.00227,0.00037,-0.01696,0.01135,0.98966,4.94550,0.10012
10:33:37.892353,4.96726,0.00613,-0.77503,19.68973,0.14329,0.93081,-0.00105,0.00037,-0.01452,0.01061,0.98954,4.95592,0.09768
10:33:37.902732,4.97762,0.00613,-0.77449,19.68973,0.22204,0.93081,-0.00319,-0.00299,-0.01427,0.00897,0.99192,4.96631,0.07570
10:33:37.912861,4.98776,0.00599,-0.77578,19.68973,-0.06671,0.93081,-0.00151,-0.00039,-0.01226,0.01025,0.99137,4.97641,0.09035
10:33:37.923177,4.99784,0.00589,-0.77193,19.68973,0.05579,0.93081,-0.00288,-0.00039,-0.01470,0.01470,0.98966,4.98684,0.01954
10:33:37.933285,5.00818,0.00604,-0.77175,19.68973,-0.17171,-119.06919,0.00109,0.00144,-0.01391,0.01311,0.98777,4.99680,0.08791
10:33:37.944108,5.01902,0.00651,-0.76280,19.49351,0.15204,-118.48054,-0.00242,-0.00192,-0.01061,0.02001,1.01675,5.00747,7.96337
10:33:37.955023,5.02993,0.00718,-0.59279,18.36649,-0.28546,-115.09946,-0.00334,0.01091,0.03880,0.22539,1.04286,5.01899,1.34066
10:33:37.964855,5.03975,0.00679,-0.54484,17.42270,0.07329,-115.09946,0.00094,0.01122,0.04081,0.06887,0.99314,5.02845,3.53114
10:33:37.974578,5.04928,0.00596,-0.67492,16.38811,-0.44296,-109.16432,0.00521,0.03962,-0.14835,-0.12975,0.98192,5.03811,3.91453
10:33:37.984802,5.05970,0.00595,-0.63403,15.24486,-2.21046,-105.73459,-0.00670,0.03015,0.16122,0.08711,1.00650,5.04836,3.04762
10:33:37.995581,5.07049,0.00638,-0.60929,14.10973,-2.15796,-102.32919,-0.00563,0.02313,-0.05307,0.06875,1.00131,5.05898,3.56777
10:33:38.005527,5.08043,0.00595,-0.66121,13.05405,-2.60421,-99.16216,-0.00059,0.00343,0.04849,-0.01623,0.99351,5.06908,5.27228
10:33:38.016961,5.09185,0.00702,-0.74030,11.93514,-3.29546,-95.80541,0.00201,-0.02208,-0.03337,-0.03642,0.98808,5.08024,5.00855
10:33:38.025798,5.10071,0.00538,-0.78558,10.92000,-3.77671,-92.76000,0.00124,-0.04758,0.05033,0.00232,1.00894,5.09026,4.42002
10:33:38.037875,5.11229,0.00599,-0.85896,9.85946,-4.65171,-89.57838,0.00002,-0.07186,-0.00342,-0.01708,0.99546,5.10102,4.74969
10:33:38.047962,5.12287,0.00621,-0.99193,8.85730,-5.45671,-86.57189,0.00384,-0.09233,0.04807,-0.07826,0.97996,5.11149,3.38217
10:33:38.058770,5.13268,0.00558,-1.14520,7.91351,-6.55046,-83.74054,0.00277,-0.11096,-0.01757,-0.09180,0.99137,5.12198,2.95971
10:33:38.068415,5.14333,0.00573,-1.27667,6.98270,-7.87171,-80.94811,0.00109,-0.13096,0.01488,-0.05557,0.99003,5.13222,3.03297
10:33:38.079860,5.15417,0.00621,-1.39680,6.08108,-8.49296,-78.24324,0.00109,-0.14379,-0.00878,-0.03331,0.97752,5.14285,1.54823
10:33:38.089459,5.16435,0.00620,-1.51281,5.22000,-8.31796,-75.66000,0.00796,-0.15356,-0.01128,-0.03709,0.98448,5.15305,1.08669
10:33:38.099764,5.17467,0.00616,-1.58778,4.34595,-8.95671,-73.03784,0.00903,-0.16334,-0.01763,0.01623,0.98985,5.16332,0.11722
10:33:38.110944,5.18490,0.00602,-1.72369,3.49784,-8.58046,-70.49351,0.01056,-0.17830,-0.03263,-0.05978,0.97191,5.17348,0.00488
10:33:38.120695,5.19560,0.00636,-1.77377,2.67081,-7.88046,-68.01243,0.00796,-0.18014,-0.03453,0.03331,0.99765,5.18424,0.00000
10:33:38.129871,5.20479,0.00519,-1.90527,1.89405,-6.98796,-65.68216,0.01239,-0.17510,-0.02867,-0.07838,0.99113,5.19430,0.00000
10:33:38.140959,5.21586,0.00605,-2.07279,1.14811,-6.99671,-63.44432,0.01025,-0.16441,-0.07326,-0.12151,0.99509,5.20454,0.00000
10:33:38.152316,5.22722,0.00704,-2.09439,0.43135,-6.97046,-61.29405,0.01270,-0.14822,-0.01147,0.05124,0.98911,5.21562,0.00000
10:33:38.161455,5.23566,0.00529,-2.04990,-0.22703,-5.50046,-61.29405,0.00995,-0.13615,-0.05752,0.09937,0.99814,5.22505,0.00000
10:33:38.172436,5.24733,0.00660,-2.03210,-0.91297,-4.10046,-57.26108,0.00338,-0.11859,-0.03745,0.05801,0.98558,5.23554,0.00000
10:33:38.183071,5.25705,0.00595,-2.04513,-1.55351,-2.98921,-55.33946,0.00277,-0.11340,-0.05252,0.00927,0.98125,5.24591,0.00000
10:33:38.193145,5.26754,0.00595,-2.03471,-2.16811,-2.06171,-53.49568,0.00735,-0.10027,-0.08229,0.02489,0.98222,5.25621,0.00000
10:33:38.203764,5.27867,0.00672,-1.99119,-2.75676,-0.49546,-51.72973,0.00888,-0.09003,-0.06509,0.04453,0.97368,5.26677,0.00000
10:33:38.213778,5.28814,0.00600,-2.02498,-3.30973,0.58954,-50.07081,0.00185,-0.08393,-0.08265,-0.05484,0.97380,5.27679,0.00000
10:33:38.223678,5.29788,0.00551,-2.04972,-3.87405,1.31579,-48.37784,0.00445,-0.06453,-0.04679,-0.05417,0.97960,5.28720,0.00000
10:33:38.234240,5.30845,0.00571,-2.02855,-4.41405,2.06829,-46.75784,0.00033,-0.04620,-0.04801,-0.01208,0.99509,5.29800,0.00000
10:33:38.244310,5.31922,0.00612,-1.96094,-4.90865,3.30204,-45.27405,-0.00303,-0.02818,-0.03209,0.02843,1.00400,5.30845,0.00000
10:33:38.254791,5.32970,0.00622,-1.91667,-5.38541,4.93829,-45.27405,-0.00792,-0.01016,-0.04416,-0.01372,1.00699,5.31826,0.00000
10:33:38.265393,5.34029,0.00651,-1.83817,-5.85730,5.84829,-42.42811,-0.00685,0.00816,-0.07710,0.01232,0.99753,5.32873,0.00000
10:33:38.274724,5.34963,0.00549,-1.79192,-6.32595,7.01204,-41.02216,-0.00288,0.02114,-0.01885,-0.03471,0.97252,5.33894,0.00000
10:33:38.284830,5.35975,0.00523,-1.71825,-6.75730,7.09079,-39.72811,-0.01372,0.03183,-0.03593,-0.00342,0.98521,5.34910,0.00000
10:33:38.296227,5.37113,0.00626,-1.70559,-7.17568,7.50204,-38.47297,-0.00593,0.03580,0.03099,-0.07875,0.96325,5.35968,0.00488
10:33:38.306515,5.38053,0.00530,-1.62295,-7.54541,7.11704,-37.36378,-0.01372,0.03137,-0.04410,0.00647,1.00003,5.37004,0.08791
10:33:38.318498,5.39226,0.00655,-1.53816,-7.94270,7.54579,-36.17189,-0.01265,0.02298,0.03636,0.00098,0.99485,5.38091,0.16361
10:33:38.327774,5.40216,0.00608,-1.48035,-8.30432,7.22204,-36.17189,-0.01113,0.00587,0.02501,-0.01757,1.00632,5.39088,0.36386
10:33:38.337339,5.41224,0.00596,-1.37880,-8.64811,7.00329,-34.05568,-0.00578,-0.00528,0.06966,0.03605,0.99674,5.40094,0.77167
10:33:38.347963,5.42287,0.00618,-1.25260,-9.00811,7.28329,-32.97568,-0.00975,-0.01505,0.07192,0.05887,0.99454,5.41152,0.56899
10:33:38.359014,5.43294,0.00588,-1.22119,-9.35027,7.44954,-31.94919,-0.00853,-0.01597,0.03514,-0.04843,0.99094,5.42185,0.79609
10:33:38.368641,5.44354,0.00595,-1.17639,-9.70541,6.59204,-30.88378,-0.01235,-0.01780,0.03154,-0.02269,0.99473,5.43221,0.69597
10:33:38.379731,5.45410,0.00616,-1.10934,-10.02811,6.16329,-29.91568,-0.00761,-0.01688,0.00293,0.00732,0.99643,5.44279,1.13065
10:33:38.389487,5.46439,0.00605,-1.04195,-10.36054,6.25954,-28.91838,-0.00685,-0.01368,0.00281,0.01031,0.98369,5.45299,0.98168
10:33:38.400783,5.47542,0.00672,-0.98674,-10.68973,5.87454,-27.93081,-0.00532,-0.01612,-0.01464,-0.00024,0.97466,5.46353,1.08913
10:33:38.411149,5.48505,0.00599,-0.90592,-10.99459,5.34079,-27.01622,-0.00319,-0.02376,-0.00116,0.03721,0.97393,5.47386,0.93773
10:33:38.421057,5.49597,0.00639,-0.81184,-11.31081,5.63829,-26.06757,-0.00929,-0.02895,-0.02849,0.05039,0.98015,5.48422,0.57875
10:33:38.431189,5.50608,0.00614,-0.75755,-11.61892,5.36704,-25.14324,-0.00242,-0.03918,-0.02995,0.00854,0.98240,5.49477,0.78144
10:33:38.442135,5.51703,0.00690,-0.74341,-11.92703,4.64079,-24.21892,-0.00257,-0.05048,-0.06234,-0.03129,0.99826,5.50590,0.38095
10:33:38.451726,5.52664,0.00614,-0.71685,-12.20595,3.95829,-24.21892,-0.00380,-0.05613,-0.05612,-0.00012,0.98911,5.51531,0.24908
