Description :  ; walk_time = 2.0 ; speed_up_time = 3.0 ; balancing_time = 0.0
RealTime,Time (s),CalculationTime (s),Roll (deg),SteeringAngle (deg),RollRate (deg),ControlInput (deg),gy (rad/s),gz (rad/s),ax (g),ay (g),az (g),imu_read_timing (s),SteerMotorCurrent (A)
10:33:33.197887,0.27278,0.00597,-0.21364,0.18649,0.09954,-0.55946,-0.00212,-0.00054,-0.01232,0.01147,0.98972,0.26142,0.14896
10:33:33.208373,0.28325,0.00622,-0.22033,0.17351,0.34454,-0.52054,-0.00105,0.00037,-0.01141,0.00885,0.98814,0.27186,0.13919
10:33:33.220228,0.29513,0.00775,-0.22697,0.16703,0.36204,-0.50108,0.00338,-0.00146,-0.01220,0.00836,0.98930,0.28286,0.17094
10:33:33.229368,0.30427,0.00651,-0.23262,0.15892,0.18704,-0.50108,-0.00166,-0.00176,-0.01202,0.01189,0.99033,0.29240,0.14652
10:33:33.239371,0.31427,0.00615,-0.23623,0.15081,0.05579,-0.45243,0.00033,0.00022,-0.01299,0.01549,0.99046,0.30294,0.17338
10:33:33.250058,0.32494,0.00608,-0.23900,0.14270,0.22204,-0.42811,0.00155,-0.00238,-0.01348,0.01434,0.99009,0.31379,0.39072
10:33:33.261013,0.33591,0.00609,-0.24660,0.13297,0.34454,-0.39892,-0.00120,-0.00054,-0.01342,0.00726,0.99058,0.32454,0.16117
10:33:33.272242,0.34715,0.00636,-0.25660,0.12486,0.20454,-0.37459,-0.00105,0.00160,-0.01196,0.00598,0.99162,0.33573,0.21245
10:33:33.283280,0.35817,0.00703,-0.26282,0.11838,0.02954,-0.35514,0.00124,-0.00329,-0.01141,0.01232,0.98667,0.34666,0.27595
10:33:33.292971,0.36786,0.00602,-0.27068,0.10865,-0.04921,-0.35514,-0.00059,0.00114,-0.01318,0.01128,0.98881,0.35658,0.42735
10:33:33.303644,0.37855,0.00634,-0.27552,0.09081,-0.11921,-0.27243,-0.00013,-0.00085,-0.01159,0.01549,0.98972,0.36703,0.21245
10:33:33.314075,0.38899,0.00641,-0.28159,0.08919,-0.17171,-0.26757,0.00415,-0.00008,-0.00970,0.01458,0.99058,0.37718,0.24664
10:33:33.325023,0.39992,0.00699,-0.29146,0.08919,-0.04921,-0.26757,-0.00471,-0.00176,-0.01379,0.00872,0.98808,0.38859,0.25153
10:33:33.334488,0.40919,0.00605,-0.30052,0.08432,0.03829,-0.26757,0.00231,-0.00070,-0.01372,0.00842,0.98655,0.39808,0.60073
10:33:33.345255,0.42017,0.00652,-0.30809,0.06486,-0.06671,-0.19459,0.00231,0.00037,-0.01409,0.01128,0.98905,0.40951,0.28816
10:33:33.356247,0.43116,0.00716,-0.31368,0.05676,-0.18046,-0.17027,-0.00013,-0.00238,-0.01464,0.01464,0.98789,0.41980,0.21001
10:33:33.366120,0.44102,0.00682,-0.32643,0.05676,-0.22421,-0.17027,-0.00013,-0.00085,-0.01324,0.00677,0.98899,0.42981,0.27350
10:33:33.375743,0.45065,0.00624,-0.33665,0.05514,-0.20671,-0.17027,0.00094,-0.00008,-0.01440,0.00915,0.98899,0.43934,0.27595
10:33:33.386537,0.46124,0.00661,-0.33677,0.05189,-0.04046,-0.15568,-0.00257,-0.00146,-0.01305,0.01885,0.98832,0.45008,0.26862
10:33:33.396201,0.47111,0.00613,-0.33459,0.05027,0.04704,-0.15568,0.00063,-0.00054,-0.00891,0.02050,0.98936,0.45978,0.23199
10:33:33.406749,0.48164,0.00645,-0.34956,0.04865,-0.32921,-0.14595,-0.00227,0.00007,-0.01263,0.00525,0.98887,0.47033,0.24176
10:33:33.416612,0.49152,0.00583,-0.36638,0.04054,-0.33796,-0.14595,-0.00303,-0.00008,-0.01293,0.00275,0.99027,0.48031,0.38339
10:33:33.427663,0.50255,0.00666,-0.37357,0.02919,-0.29421,-0.08757,0.00369,0.00358,-0.01214,0.01324,0.99082,0.49080,0.33211
10:33:33.437200,0.51211,0.00602,-0.37505,0.02432,-0.01421,-0.08757,-0.00227,0.00098,-0.01135,0.01635,0.99009,0.50074,0.25641
10:33:33.448092,0.52301,0.00670,-0.38363,0.02270,-0.07546,-0.06811,-0.00089,0.00465,-0.01324,0.00897,0.98997,0.51233,0.31746
10:33:33.458513,0.53323,0.00655,-0.39722,0.02108,-0.21546,-0.06811,0.00277,0.00221,-0.01128,0.00445,0.98966,0.52215,0.26129
10:33:33.468759,0.54367,0.00662,-0.40086,0.01946,-0.03171,-0.05838,-0.00441,0.00236,-0.01299,0.01360,0.98802,0.53183,0.27106
10:33:33.478648,0.55354,0.00613,-0.40737,0.00324,-0.20671,-0.00973,0.00216,0.00221,-0.01257,0.01232,0.98814,0.54220,0.28327
10:33:33.488835,0.56373,0.00598,-0.41722,-0.00162,-0.19796,0.00486,0.00094,-0.00054,-0.01519,0.00823,0.99070,0.55238,0.33211
10:33:33.499404,0.57430,0.00618,-0.42721,-0.00324,-0.13671,0.00973,-0.00303,-0.00008,-0.01305,0.00726,0.98960,0.56292,0.37851
10:33:33.509987,0.58488,0.00659,-0.44166,-0.00973,-0.34671,0.02919,0.00262,-0.00268,-0.01214,0.00427,0.99174,0.57298,0.32234
10:33:33.520147,0.59506,0.00640,-0.44833,-0.01622,-0.19796,0.04865,-0.00013,0.00007,-0.01153,0.01153,0.98960,0.58418,0.39072
10:33:33.529950,0.60486,0.00597,-0.45440,-0.02270,-0.36421,0.06811,0.00445,0.00053,-0.01293,0.01385,0.99107,0.59442,0.55433
10:33:33.541916,0.61606,0.00681,-0.46645,-0.03568,-0.37296,0.10703,-0.00059,0.00114,-0.01519,0.00720,0.98710,0.60533,0.29304
10:33:33.551120,0.62602,0.00648,-0.47854,-0.03568,-0.33796,0.10703,0.00521,-0.00100,-0.01342,0.00592,0.99143,0.61459,0.32723
10:33:33.561539,0.63644,0.00672,-0.49072,-0.03730,-0.43421,0.11189,-0.00059,-0.00283,-0.01446,0.00720,0.99033,0.62508,0.32723
10:33:33.572083,0.64699,0.00691,-0.49669,-0.03730,-0.17171,0.11189,-0.00105,-0.00222,-0.01232,0.01104,0.99021,0.63564,0.42735
10:33:33.581385,0.65628,0.00600,-0.50583,-0.04216,-0.18046,0.11189,0.00277,-0.00268,-0.01226,0.00714,0.98747,0.64503,0.30769
10:33:33.592228,0.66714,0.00650,-0.51517,-0.04378,-0.32921,0.13135,-0.00349,-0.00299,-0.01452,0.00872,0.98857,0.65546,0.28571
10:33:33.602009,0.67691,0.00607,-0.52108,-0.04378,-0.18921,0.13135,0.00292,-0.00100,-0.01568,0.01080,0.98698,0.66577,0.30281
10:33:33.612986,0.68718,0.00597,-0.52655,-0.04378,-0.23296,0.13135,0.00231,-0.00222,-0.01336,0.01189,0.99204,0.67651,0.31013
10:33:33.622567,0.69725,0.00543,-0.53338,-0.04541,-0.24171,0.13622,-0.00242,0.00007,-0.01403,0.01019,0.98966,0.68678,0.31258
10:33:33.632957,0.70787,0.00541,-0.53983,-0.04541,-0.06671,0.13622,-0.00013,0.00373,-0.01080,0.00848,0.98991,0.69723,0.32479
10:33:33.644019,0.71893,0.00540,-0.54939,-0.04865,-0.07546,0.14595,0.00445,0.00190,-0.01372,0.00494,0.98814,0.70827,0.31990
10:33:33.656312,0.73122,0.00672,-0.55681,-0.05027,0.12579,0.15081,0.00201,0.00389,-0.01189,0.00470,0.98893,0.71943,0.41026
10:33:33.667370,0.74226,0.00698,-0.55636,-0.05351,0.14329,0.16054,0.00017,0.00373,-0.01470,0.01336,0.98985,0.73099,0.34921
10:33:33.676744,0.75164,0.00605,-0.55909,-0.05676,0.10829,0.16054,-0.00151,-0.00222,-0.01440,0.01043,0.99058,0.74033,0.40537
10:33:33.687400,0.76229,0.00625,-0.56727,-0.06000,0.11704,0.18000,-0.00044,0.00160,-0.01574,0.00384,0.99094,0.75100,0.40537
10:33:33.697840,0.77273,0.00650,-0.57380,-0.06162,0.06454,0.18000,0.00017,-0.00268,-0.01348,0.00628,0.98899,0.76092,0.41026
10:33:33.708125,0.78304,0.00644,-0.57642,-0.06324,0.20454,0.18973,0.00033,-0.00008,-0.01183,0.00891,0.98893,0.77166,0.43223
10:33:33.718497,0.79320,0.00615,-0.57802,-0.06486,0.03829,0.19459,-0.00166,-0.00390,-0.01159,0.01208,0.98966,0.78199,0.43468
10:33:33.729368,0.80427,0.00611,-0.58556,-0.06486,0.10829,0.19459,0.00185,-0.00314,-0.01147,0.00433,0.99033,0.79289,0.46642
10:33:33.740607,0.81550,0.00698,-0.59108,-0.06649,0.04704,0.19946,-0.00364,-0.00207,-0.01470,0.00726,0.98979,0.80409,0.45421
10:33:33.749830,0.82473,0.00602,-0.59097,-0.06811,0.25704,0.19946,-0.00303,-0.00360,-0.01397,0.01153,0.99046,0.81346,0.42979
10:33:33.760899,0.83579,0.00656,-0.59163,-0.07135,0.37079,0.21405,0.00124,-0.00222,-0.01049,0.00878,0.99064,0.82437,0.43468
10:33:33.770716,0.84561,0.00602,-0.59462,-0.07946,0.44954,0.21405,-0.00059,-0.00039,-0.01147,0.00561,0.99052,0.83431,0.38828
10:33:33.780889,0.85579,0.00599,-0.59644,-0.08919,0.38829,0.26757,0.00048,-0.00131,-0.01128,0.00750,0.98960,0.84443,0.40049
10:33:33.791408,0.86631,0.00614,-0.59950,-0.09568,0.16079,0.28703,-0.00288,-0.00115,-0.00860,0.00860,0.99174,0.85498,0.33944
10:33:33.801569,0.87646,0.00594,-0.59560,-0.09730,0.54579,0.29189,0.00002,0.00037,-0.01104,0.01220,0.99082,0.86513,0.38584
10:33:33.812221,0.88713,0.00624,-0.59380,-0.09892,0.44954,0.29676,-0.00044,-0.00115,-0.01208,0.01074,0.99027,0.87570,0.39316
10:33:33.822516,0.89654,0.00529,-0.59289,-0.10054,0.42329,0.30162,-0.00181,-0.00222,-0.01196,0.01013,0.98716,0.88605,0.38339
10:33:33.833317,0.90821,0.00647,-0.59257,-0.10541,0.41454,0.31622,-0.00410,-0.00238,-0.01202,0.00933,0.98875,0.89693,0.33944
10:33:33.844686,0.91958,0.00741,-0.59156,-0.10865,0.67704,0.32595,-0.00074,-0.00222,-0.01159,0.00659,0.98850,0.90822,0.35653
10:33:33.854086,0.92900,0.00648,-0.58939,-0.11189,0.47579,0.33568,0.00079,-0.00238,-0.01287,0.01122,0.99479,0.91831,0.35653
10:33:33.864879,0.93980,0.00691,-0.58701,-0.11676,0.31829,0.35027,-0.00257,-0.00207,-0.01421,0.01305,0.98948,0.92895,0.34432
10:33:33.874244,0.94914,0.00598,-0.58370,-0.11676,0.24829,0.35027,-0.00105,0.00053,-0.01336,0.01543,0.99015,0.93809,0.36386
10:33:33.885127,0.96004,0.00639,-0.58377,-0.11838,0.44954,0.35514,0.00353,0.00129,-0.01574,0.00897,0.98844,0.94828,0.52747
10:33:33.895597,0.97049,0.00648,-0.58304,-0.12486,0.21329,0.37459,0.00216,-0.00008,-0.01494,0.01257,0.99186,0.95882,0.30525
10:33:33.905713,0.98063,0.00629,-0.57852,-0.13459,0.37079,0.40378,-0.00059,-0.00283,-0.01421,0.01513,0.98771,0.96908,0.29060
10:33:33.916979,0.99186,0.00715,-0.57915,-0.13946,0.07329,0.41838,0.00338,-0.00070,-0.01226,0.01263,0.98765,0.98054,0.55678
10:33:33.926097,1.00100,0.00593,-0.58312,-0.15243,0.36204,0.41838,0.00170,-0.00131,-0.01537,0.00592,0.98924,0.98989,0.21978
10:33:33.937464,1.01236,0.00677,-0.58055,-0.15405,0.26579,60.46216,0.00185,0.00007,-0.01348,0.01391,0.99052,1.00093,0.31746
10:33:33.947948,1.02286,0.00690,-0.58885,-0.12324,0.18704,60.36973,0.00109,-0.00115,-0.01208,0.00250,0.99204,1.01154,0.00000
10:33:33.957419,1.03233,0.00617,-0.60657,0.30811,0.38829,59.07568,0.00170,-0.00406,-0.02294,-0.01080,1.00516,1.02150,0.00000
10:33:33.968623,1.04353,0.00701,-0.66498,0.91297,0.14329,57.26108,0.00384,-0.00741,-0.00494,-0.05502,0.98564,1.03245,0.00000
10:33:33.978641,1.05330,0.00609,-0.62561,1.41568,0.29204,57.26108,-0.00593,-0.01581,-0.03190,0.05411,0.97338,1.04219,0.00000
10:33:33.989085,1.06397,0.00614,-0.53699,1.95892,0.55454,54.12324,-0.00151,-0.02101,0.03428,0.10943,0.98875,1.05249,0.00000
10:33:33.999510,1.07366,0.00547,-0.69086,2.50541,1.32454,52.48378,0.00155,-0.02421,-0.07180,-0.17568,0.96703,1.06297,0.00000
10:33:34.010734,1.08563,0.00707,-0.63354,3.04378,0.35329,50.86865,-0.00548,-0.00344,-0.01189,0.07424,0.98783,1.07336,0.00000
10:33:34.020780,1.09568,0.00605,-0.47601,3.60811,1.56954,49.17568,-0.00364,0.00007,0.03294,0.17922,1.00150,1.08435,0.00000
10:33:34.031359,1.10627,0.00627,-0.43688,4.15622,2.01579,47.53135,-0.00792,0.00999,-0.03294,0.03562,0.99650,1.09563,0.00000
10:33:34.041730,1.11665,0.00646,-0.45397,4.67027,2.29579,45.98919,-0.00059,0.02847,0.00756,-0.03062,0.99723,1.10619,0.00000
10:33:34.052429,1.12734,0.00620,-0.38220,5.14054,2.62829,45.98919,-0.00517,0.04512,-0.00037,0.06954,0.98423,1.11604,0.00000
10:33:34.063652,1.13854,0.00647,-0.27026,5.62703,3.62579,43.11892,-0.00700,0.05734,-0.00146,0.10089,0.97984,1.12701,0.00000
10:33:34.073500,1.14839,0.00595,-0.25771,6.09081,4.29954,41.72757,-0.00441,0.06421,-0.03300,-0.01458,0.97637,1.13704,0.00000
10:33:34.084309,1.15922,0.00642,-0.25798,6.55297,4.54454,40.34108,-0.00349,0.07322,-0.01501,-0.03440,0.97691,1.14760,0.00000
10:33:34.094208,1.16911,0.00609,-0.19631,6.98757,4.50079,39.03730,-0.00227,0.08055,-0.04557,0.03800,0.98735,1.15795,0.00000
10:33:34.104786,1.17968,0.00615,-0.15500,7.42054,4.69329,37.73838,-0.00395,0.08788,-0.01720,0.01434,0.99686,1.16815,0.00000
10:33:34.115218,1.19011,0.00622,-0.10098,7.85351,4.29079,36.43946,-0.00303,0.08971,-0.05026,0.03209,0.98857,1.17879,0.00000
10:33:34.125312,1.20021,0.00612,-0.09686,8.28000,3.54704,35.16000,-0.00135,0.08880,-0.02239,-0.01293,0.98509,1.18882,0.02198
10:33:34.136018,1.21092,0.00647,-0.03213,8.69189,3.47704,33.92432,-0.00441,0.08544,-0.05106,0.05600,0.98753,1.19925,0.03663
10:33:34.147539,1.22219,0.00738,0.01571,9.08108,3.73079,32.75676,-0.00578,0.07307,0.00476,0.03129,0.97630,1.21041,0.04884
10:33:34.156849,1.23174,0.00619,0.05846,9.42486,2.84704,32.75676,-0.00242,0.06406,-0.03971,0.04240,0.99973,1.22029,0.09280
10:33:34.167404,1.24229,0.00653,0.00982,9.78324,2.63704,30.65027,0.00155,0.05841,-0.01873,-0.06161,0.98417,1.23072,0.32723
10:33:34.176996,1.25189,0.00594,0.06944,10.14324,1.40329,30.65027,0.00079,0.06070,-0.02867,0.07759,0.98930,1.24059,0.52503
10:33:34.187833,1.26274,0.00628,0.13118,10.49351,0.91329,28.51946,-0.00364,0.04894,0.00427,0.08558,0.98893,1.25140,0.61538
10:33:34.197890,1.27279,0.00596,0.09943,10.80000,0.63329,27.60000,0.00109,0.05214,-0.01976,-0.01714,0.98783,1.26142,0.46398
10:33:34.208927,1.28382,0.00664,0.12062,11.10811,0.19579,26.67568,-0.00151,0.05566,-0.02092,0.04819,0.99284,1.27249,0.74969
10:33:34.219794,1.29470,0.00669,0.12719,11.38865,-0.08421,25.83405,0.00170,0.04772,-0.01251,0.03495,0.98857,1.28297,0.71062
10:33:34.229437,1.30433,0.00596,0.10106,11.65297,-0.53921,25.04108,0.00155,0.03825,-0.00177,0.00256,0.99155,1.29299,0.43712
10:33:34.240762,1.31566,0.00693,0.06500,11.93514,-1.25671,24.19459,0.00659,0.03015,-0.00378,0.00073,0.98375,1.30434,0.42979
10:33:34.251031,1.32593,0.00624,0.04680,12.17351,-1.90421,23.47946,0.00017,0.02053,0.01452,0.02653,0.98320,1.31463,0.67399
10:33:34.262604,1.33711,0.00663,-0.00544,12.40378,-2.44671,22.78865,0.00140,0.01030,-0.00030,-0.00567,0.98722,1.32521,0.21978
10:33:34.272696,1.34761,0.00678,-0.07250,12.63081,-3.10296,22.10757,0.00781,-0.00100,0.01342,-0.01354,0.98942,1.33642,0.20024
10:33:34.282062,1.35698,0.00594,-0.12179,12.84973,-3.75921,21.45081,0.00231,-0.00741,0.01049,0.00939,0.99497,1.34652,0.17582
10:33:34.293116,1.36801,0.00667,-0.14556,13.04595,-3.61921,20.86216,0.00094,-0.00971,0.02769,0.03666,0.99351,1.35667,0.03907
10:33:34.303446,1.37835,0.00622,-0.18763,13.23081,-3.57546,20.30757,0.00537,-0.01108,0.00927,0.01555,0.99442,1.36706,0.00733
10:33:34.313820,1.38872,0.00607,-0.23594,13.40432,-3.54046,19.78703,0.00277,-0.00635,0.01336,0.00695,0.99277,1.37739,0.00000
10:33:34.325018,1.39992,0.00689,-0.27898,13.59568,-3.69796,19.21297,0.00537,0.00251,0.00293,0.01739,0.99155,1.38852,0.00488
10:33:34.333664,1.40857,0.00530,-0.33132,13.76270,-3.79421,19.21297,0.00598,0.01061,-0.00427,0.00073,0.98466,1.39817,0.00000
10:33:34.345870,1.41994,0.00620,-0.37449,13.95568,-3.77671,18.13297,0.00476,0.01733,-0.01342,0.01537,0.98149,1.40906,0.00977
10:33:34.356111,1.43102,0.00628,-0.40176,14.16324,-3.44421,17.51027,0.00323,0.02221,-0.01244,0.02775,0.98484,1.41967,0.00000
10:33:34.366251,1.44115,0.00605,-0.44229,14.34162,-3.54046,16.97514,0.00659,0.01931,-0.02031,0.01208,0.98417,1.42999,0.00244
10:33:34.376635,1.45153,0.00621,-0.48310,14.51676,-3.40046,16.44973,0.00567,0.01931,-0.02788,0.00891,0.98722,1.44017,0.00244
10:33:34.387658,1.46256,0.00688,-0.51429,14.69027,-3.49671,15.92919,0.00491,0.01030,-0.02111,0.02391,0.98918,1.45123,0.00488
10:33:34.397446,1.47234,0.00596,-0.55272,14.83784,-3.40921,15.92919,0.00384,0.00862,-0.03166,0.00933,0.98838,1.46110,0.00000
10:33:34.408222,1.48313,0.00639,-0.60351,14.98703,-3.36546,15.03892,0.00308,0.00328,-0.03562,-0.00390,0.99241,1.47154,0.00000
10:33:34.419185,1.49397,0.00687,-0.65025,15.13135,-3.47921,14.60595,0.00476,0.00129,-0.03721,0.00384,0.99302,1.48263,0.00244
10:33:34.428615,1.50351,0.00618,-0.68046,15.27730,-3.33921,14.60595,0.00766,0.00068,-0.03233,0.01458,0.99040,1.49221,0.00000
10:33:34.438944,1.51384,0.00615,-0.71988,15.42162,-3.28671,13.73514,0.00583,0.00587,-0.03520,0.00555,0.99198,1.50250,0.00000
10:33:34.449588,1.52449,0.00660,-0.73756,15.56757,-2.83171,13.29730,0.00338,0.01259,-0.03227,0.02391,0.98972,1.51259,0.00244
10:33:34.459841,1.53475,0.00625,-0.76603,15.71027,-2.52546,12.86919,0.00323,0.01687,-0.03056,0.00964,0.98875,1.52336,0.00488
10:33:34.470165,1.54508,0.00604,-0.79965,15.84324,-2.42921,12.47027,0.00476,0.01534,-0.03160,0.00275,0.98777,1.53439,0.00977
10:33:34.481541,1.55643,0.00714,-0.83794,15.97297,-2.66546,12.08108,0.00277,0.01885,-0.02348,-0.00134,0.98430,1.54505,0.01221
10:33:34.491180,1.56608,0.00622,-0.86263,16.08973,-2.31546,12.08108,0.00705,0.02420,-0.02294,0.00695,0.98472,1.55479,0.00000
10:33:34.501930,1.57608,0.00603,-0.89088,16.20324,-2.17546,11.39027,0.00552,0.02343,-0.01244,0.00311,0.98576,1.56543,0.00000
10:33:34.512797,1.58768,0.00639,-0.91667,16.32324,-2.10546,11.03027,0.00094,0.02084,-0.01086,0.00476,0.99046,1.57612,0.01465
10:33:34.522248,1.59713,0.00631,-0.94096,16.42703,-1.67671,11.03027,0.00308,0.01916,-0.00396,-0.00116,0.99332,1.58576,0.00244
10:33:34.532691,1.60757,0.00606,-0.97551,16.53405,-1.86046,10.39784,0.00827,0.01870,-0.00372,-0.00958,0.99064,1.59625,0.00244
10:33:34.543248,1.61816,0.00628,-1.00424,16.64270,-1.51046,10.07189,0.00369,0.01809,0.00104,-0.00634,0.99424,1.60752,0.00488
10:33:34.552475,1.62739,0.00532,-1.02477,16.73189,-1.18671,10.07189,0.00262,0.01977,-0.00165,-0.00421,0.99143,1.61678,0.00733
10:33:34.564257,1.63916,0.00674,-1.05219,16.83081,-0.86296,9.50757,0.00201,0.02466,-0.00494,-0.01421,0.99674,1.62786,0.00977
10:33:34.573661,1.64858,0.00562,-1.07034,16.92811,-0.60921,9.21568,-0.00166,0.02099,-0.00348,-0.00769,0.99155,1.63809,0.00733
10:33:34.585533,1.65975,0.00659,-1.08260,17.04811,-0.45171,8.85568,0.00231,0.02771,-0.01800,-0.00262,0.98802,1.64912,0.13675
10:33:34.595345,1.67024,0.00672,-1.08192,17.15676,-0.00546,8.85568,0.00415,0.03153,-0.01336,0.00647,0.98936,1.65902,0.22955
10:33:34.605483,1.68038,0.00661,-1.07650,17.28486,0.23079,8.14541,0.00185,0.03672,-0.01970,0.00939,0.98521,1.66840,0.88889
10:33:34.615427,1.69032,0.00623,-1.08776,17.40324,0.24829,7.79027,0.00216,0.03458,-0.00854,-0.01019,0.98582,1.67903,0.72283
10:33:34.625680,1.70057,0.00610,-1.09323,17.47784,-0.06671,7.56649,0.00109,0.03168,-0.02080,0.00000,0.99052,1.68907,0.69109
10:33:34.636122,1.71103,0.00620,-1.09391,17.54432,0.07329,7.36703,0.00170,0.02572,-0.01305,0.00378,0.99052,1.69966,0.53968
10:33:34.645578,1.72049,0.00530,-1.11324,17.61730,-0.02296,7.14811,-0.00166,0.01534,-0.02312,-0.01665,0.99540,1.71000,0.54701
10:33:34.657310,1.73222,0.00655,-1.14926,17.68378,-0.33796,6.94865,0.00048,0.00602,-0.01519,-0.03251,0.99277,1.72037,0.34921
10:33:34.667278,1.74217,0.00614,-1.17083,17.74378,-0.46046,6.76865,-0.00151,-0.00741,-0.01348,-0.01494,0.99235,1.73083,0.24420
10:33:34.677036,1.75194,0.00555,-1.18841,17.80378,-0.40796,6.58865,0.00155,-0.01551,-0.00482,-0.01147,0.99253,1.74100,0.30769
10:33:34.688024,1.76293,0.00633,-1.20310,17.85405,-0.30296,6.43784,-0.00212,-0.02437,-0.00506,-0.00952,0.99320,1.75158,0.33211
10:33:34.698569,1.77328,0.00605,-1.21571,17.88649,-0.40796,6.34054,0.00079,-0.02269,-0.00012,-0.00610,0.99351,1.76216,0.10256
10:33:34.709075,1.78398,0.00625,-1.21441,17.92216,0.05579,6.23351,-0.00181,-0.02131,-0.00073,0.00421,0.99619,1.77236,0.06593
10:33:34.719322,1.79422,0.00612,-1.21983,17.96108,0.22204,6.11676,0.00292,-0.01673,0.00189,-0.00555,0.99107,1.78291,0.07326
10:33:34.729490,1.80439,0.00594,-1.21590,17.99351,0.43204,6.01946,-0.00334,-0.00757,0.00122,0.00281,0.98918,1.79307,0.00733
10:33:34.740670,1.81557,0.00606,-1.19935,18.02757,0.97454,5.91730,-0.00700,-0.00222,-0.00030,0.01000,0.98649,1.80425,0.00733
10:33:34.751671,1.82658,0.00671,-1.18322,18.06649,1.14954,5.80054,-0.00685,0.00679,-0.00842,0.00805,0.98680,1.81507,0.00000
10:33:34.761819,1.83672,0.00666,-1.17697,18.10865,1.52579,5.80054,-0.00395,0.00877,-0.00799,-0.00555,0.98765,1.82470,0.00733
