Description :  ; walk_time = 2.0 ; speed_up_time = 3.0 ; balancing_time = 0.0
RealTime,Time (s),CalculationTime (s),Roll (deg),SteeringAngle (deg),RollRate (deg),ControlInput (deg),gy (rad/s),gz (rad/s),ax (g),ay (g),az (g),imu_read_timing (s),SteerMotorCurrent (A),deltadot_computed,steering_acc
10:50:15.858985,0.34779,0.00692,0.61383,13.58595,2.22649,55.66240,0.00020,0.08182,-0.03276,0.04105,0.98863,0.33486,0.16606,1.27256,-10.82764
10:50:15.871387,0.36019,0.00896,0.63787,14.30595,2.11274,49.49619,0.00219,0.07586,-0.01391,0.03544,0.98430,0.34613,0.26374,1.11950,-9.55857
10:50:15.881421,0.37022,0.00880,0.64676,14.83297,1.42149,43.27338,0.00707,0.07037,-0.02806,0.02916,0.99302,0.35639,0.14164,0.91554,-10.77557
10:50:15.892583,0.38138,0.00991,0.64207,15.36486,1.18524,35.76134,0.00356,0.06151,-0.01476,0.01629,0.98448,0.36660,0.19292,0.91191,-12.83648
10:50:15.903427,0.39222,0.00942,0.64401,15.87243,0.74774,26.82084,-0.00010,0.06151,-0.03331,0.02879,0.98918,0.37706,0.47863,0.85262,-14.97366
10:50:15.912197,0.40100,0.00773,0.65502,16.27784,0.02149,17.02348,-0.00087,0.06380,-0.00647,0.04807,0.99271,0.38708,1.20879,0.70863,-17.06871
10:50:15.923004,0.41177,0.00813,0.62335,16.60703,-0.13601,7.14568,0.00402,0.07113,-0.03751,0.00073,0.98234,0.39722,1.39194,0.56886,-17.01568
10:50:15.932768,0.42157,0.00757,0.58766,16.80973,-1.03726,-5.07278,0.00662,0.07067,-0.01921,0.00695,0.98619,0.40826,0.98413,0.32183,-19.34062
10:50:15.944039,0.43284,0.00845,0.57544,16.90865,-1.43976,-17.05737,0.00738,0.07143,-0.01800,0.03776,0.98631,0.41896,2.28083,0.16193,-19.55955
10:50:15.953278,0.44208,0.00724,0.53586,16.89568,-1.95601,-29.60001,0.00891,0.07113,-0.00275,0.01232,0.98674,0.42963,3.62882,-0.02131,-20.53949
10:50:15.965232,0.45331,0.00826,0.46252,16.75784,-2.90101,-43.92248,0.00768,0.06502,0.00415,-0.01671,0.98899,0.44002,3.62393,-0.23237,-24.06619
10:50:15.975220,0.46318,0.00744,0.40740,16.46270,-4.12601,-59.36065,0.00677,0.05509,-0.00238,0.01519,0.99284,0.44991,4.50061,-0.52337,-27.28561
10:50:15.985369,0.47416,0.00818,0.36489,16.04270,-5.07976,-76.22828,0.01288,0.04639,0.01141,0.03965,0.98979,0.45985,5.02564,-0.74097,-29.66165
10:50:15.996058,0.48486,0.00851,0.27828,15.46541,-6.65476,-96.75263,0.00921,0.02867,0.02208,0.00701,0.99058,0.46994,5.24542,-1.00377,-35.57328
10:50:16.005426,0.49422,0.00779,0.16720,14.73730,-7.81851,-120.56938,0.01257,0.01096,0.05374,-0.00683,0.97612,0.48030,6.64713,-1.23091,-40.14302
10:50:16.015641,0.50444,0.00782,0.04553,13.80973,-9.68226,-147.71680,0.01181,-0.00813,0.06606,-0.00335,0.99753,0.49028,6.76679,-1.59387,-46.47920
10:50:16.025897,0.51470,0.00708,-0.04057,12.50595,-11.23101,-177.19825,0.01074,-0.02921,0.08046,0.06515,0.96374,0.50134,7.72405,-2.10714,-47.50229
10:50:16.038095,0.52687,0.00904,-0.09038,10.91189,-11.91351,-207.18933,0.00631,-0.04096,0.07302,0.12584,1.01754,0.51286,8.13187,-2.42476,-45.48897
10:50:16.047947,0.53675,0.00815,0.44928,9.15243,-13.91726,-223.56840,-0.01675,-0.04997,0.22003,0.75664,0.73340,0.52227,6.92796,-3.20614,-29.72876
10:50:16.058588,0.54719,0.00836,0.33797,6.90486,-13.70726,-238.24459,0.01395,-0.05807,-0.28731,0.07241,0.89481,0.53360,5.95604,-3.54518,-23.07874
10:50:16.067940,0.55674,0.00775,0.23179,4.89081,-15.61476,-256.76326,0.01104,-0.09106,0.03129,0.08656,1.03590,0.54346,5.51648,-3.57780,-32.78631
10:50:16.079056,0.56701,0.00703,0.00001,2.66757,-15.58851,-275.42086,0.02082,-0.09701,0.51850,-0.05740,0.99027,0.55372,5.36020,-3.79825,-31.76915
10:50:16.090204,0.57901,0.00866,-0.23764,0.25459,-19.40351,-310.87813,0.01135,-0.09793,0.42267,-0.00262,0.96728,0.56493,5.66056,-3.77372,-55.29320
10:50:16.101119,0.58914,0.00867,-0.64822,-1.71892,-19.97226,-344.99612,0.02845,-0.13733,0.39882,-0.25260,0.99637,0.57407,5.34066,-3.78471,-65.18562
10:50:16.114845,0.60364,0.01243,-0.89135,-4.14324,-22.36976,-403.33071,0.03212,-0.14130,0.30286,0.01818,1.01528,0.58529,4.86691,-3.19078,-76.52270
10:50:16.139880,0.62868,0.01357,-1.63312,-9.42649,-23.58601,-520.17594,0.03410,-0.19231,-0.03678,-0.19148,0.96551,0.60965,3.38706,-3.68147,-79.41017
10:50:16.159285,0.64809,0.00857,-2.37313,-14.97405,-26.59601,-630.25940,0.04739,-0.26500,0.02775,-0.08491,0.98521,0.63521,2.11477,-4.15089,-82.22050
10:50:16.171087,0.65989,0.01026,-2.68148,-16.83081,-27.50601,-688.06454,0.05457,-0.27691,-0.08070,-0.08021,0.95044,0.64446,1.53114,-3.24421,-100.53673
10:50:16.195367,0.68416,0.01230,-3.28499,-21.90324,-28.18851,-816.03159,0.05915,-0.27523,-0.15165,0.01873,0.95142,0.66750,0.05861,-3.89490,-98.07419
10:50:16.219804,0.70861,0.01106,-4.02749,-27.49622,-25.54601,-975.33559,0.06465,-0.24316,-0.10827,-0.14622,0.94099,0.69287,0.00000,-3.83017,-108.89373
10:50:16.243006,0.73179,0.01156,-4.49069,-32.25892,-24.00601,-1128.37903,0.06113,-0.22331,-0.15653,0.01891,0.96398,0.71484,0.00000,-3.62834,-116.35360
10:50:16.265582,0.75438,0.01138,-4.92828,-37.45135,-20.29601,-1277.44168,0.06633,-0.20116,-0.10949,-0.01659,0.97484,0.73831,0.00000,-3.98755,-114.22157
10:50:16.287634,0.77643,0.00980,-5.35411,-42.58378,-16.77851,-1401.45082,0.05854,-0.16848,-0.13371,-0.08985,0.99564,0.76260,0.00000,-4.08042,-98.44296
10:50:16.297348,0.78615,0.00902,-5.53072,-44.68865,-15.86851,-1446.87061,0.05274,-0.14939,-0.13530,-0.11865,1.00699,0.77125,0.00000,-4.27421,-91.86664
10:50:16.307748,0.79655,0.00876,-5.70246,-47.06432,-14.56476,-1504.29119,0.06312,-0.12939,-0.05948,-0.09052,1.00028,0.78213,0.00000,-3.82825,-92.25758
10:50:16.318145,0.80658,0.00859,-5.82072,-49.32162,-13.62851,-1555.24127,0.05167,-0.10953,-0.08314,-0.04904,1.00095,0.79260,0.00000,-3.84808,-86.57778
10:50:16.326557,0.81514,0.00706,-5.97501,-51.36486,-11.47601,-1608.60661,0.04724,-0.09442,-0.07631,-0.11499,1.02334,0.80361,0.00000,-3.25020,-84.64958
10:50:16.337173,0.82598,0.00754,-6.10481,-53.56378,-9.84851,-1652.72387,0.04143,-0.07777,0.00573,-0.11157,0.99698,0.81418,0.00000,-3.56145,-71.17057
10:50:16.347517,0.83632,0.00752,-6.17575,-55.74486,-9.02601,-1686.81362,0.03533,-0.06265,-0.08918,-0.05954,0.98814,0.82427,0.00000,-3.88630,-60.53268
10:50:16.360221,0.84902,0.00986,-6.34288,-58.00541,-8.01976,-1726.66168,0.04693,-0.05944,-0.00720,-0.16891,0.94465,0.83524,0.00000,-3.50701,-61.59581
10:50:16.372004,0.86080,0.01109,-6.50638,-60.21243,-7.67851,-1763.97087,0.04052,-0.05318,-0.01982,-0.17879,0.97338,0.84601,0.00000,-3.55445,-59.87760
10:50:16.397339,0.88614,0.01378,-6.69805,-65.34324,-7.93226,-1848.85461,0.04189,-0.05028,-0.00775,-0.07674,0.97301,0.87167,0.31258,-3.55838,-58.79220
10:50:16.424966,0.91376,0.01360,-6.90528,-71.67730,-7.27601,-1923.45983,0.03975,-0.05944,0.00738,-0.10016,0.99186,0.89960,0.24420,-3.92036,-46.11177
10:50:16.448957,0.93774,0.01282,-7.08479,-76.37514,-7.14476,-1987.25788,0.02845,-0.03241,0.04203,-0.10913,0.95331,0.92291,0.47863,-3.57439,-48.46920
10:50:16.474716,0.96350,0.01172,-7.24382,-82.17081,-7.41601,-2041.82424,0.03059,-0.01149,0.01806,-0.07424,1.01272,0.94773,0.35165,-4.07728,-38.33823
10:50:16.501504,0.99031,0.01241,-7.43519,-88.14000,-7.29351,-2106.80809,0.01776,-0.00645,0.05978,-0.08924,0.98747,0.97578,0.16606,-3.68276,-40.04027
