Description :  ; walk_time = 2.0 ; speed_up_time = 3.0 ; balancing_time = 0.0
RealTime,Time (s),CalculationTime (s),Roll (deg),SteeringAngle (deg),RollRate (deg),ControlInput (deg),gy (rad/s),gz (rad/s),ax (g),ay (g),az (g),imu_read_timing (s),SteerMotorCurrent (A),deltadot_computed,steering_acc
10:49:04.770540,0.63154,0.00697,-0.24771,0.18973,-1.54635,-54.64208,0.00572,-0.01486,0.00055,-0.02233,0.98613,0.61817,2.32723,-0.99211,0.38583
10:49:04.781354,0.64257,0.00779,-0.26613,-0.42000,-1.79135,-55.51388,0.00175,-0.01700,-0.01464,0.02190,0.98930,0.62952,1.48718,-0.94034,-1.34046
10:49:04.793616,0.65483,0.00968,-0.32210,-0.95189,-1.30135,-55.86064,0.00511,-0.02235,-0.02098,-0.02898,0.97960,0.64000,2.36630,-0.85388,-0.55485
10:49:04.803094,0.66430,0.00773,-0.36239,-1.59081,-1.01260,-52.82963,0.00297,-0.03120,-0.02849,-0.01598,0.98863,0.65014,1.77289,-1.15543,5.46215
10:49:04.815486,0.67548,0.00769,-0.38728,-2.22973,-1.11760,-51.27071,-0.00405,-0.03899,-0.02714,0.00409,0.98277,0.66174,1.66789,-0.96472,2.30462
10:49:04.825878,0.68682,0.00854,-0.40523,-2.78757,-0.87260,-48.85715,0.00221,-0.04510,-0.01976,0.00726,0.99259,0.67213,2.41026,-0.98225,4.23579
10:49:04.834162,0.69538,0.00695,-0.46530,-3.33892,-0.35635,-45.28623,0.00190,-0.05243,-0.01244,-0.04801,0.99241,0.68202,1.44322,-0.97635,6.30367
10:49:04.847049,0.70826,0.00882,-0.53802,-3.92432,-0.38260,-43.38588,0.00068,-0.06159,-0.00207,-0.06069,0.96691,0.69448,0.96459,-0.79898,2.58577
10:49:04.857238,0.71845,0.00799,-0.61784,-4.46757,-0.01510,-40.19928,0.00664,-0.06724,-0.02769,-0.07619,0.98100,0.70507,1.22100,-0.93164,5.44623
10:49:04.869596,0.73080,0.00969,-0.65678,-4.99135,0.42240,-36.57267,0.00084,-0.07488,-0.03520,-0.03678,0.99216,0.71655,0.32723,-0.78341,5.40623
10:49:04.879301,0.74051,0.00818,-0.60428,-5.45189,0.77240,-30.99074,0.00252,-0.08389,-0.00683,0.06588,0.99790,0.72592,0.11233,-0.88503,10.68935
10:49:04.890688,0.75188,0.00859,-0.61163,-5.94162,1.62115,-21.99111,-0.00176,-0.08847,-0.02092,-0.01531,0.99491,0.73716,0.00000,-0.76385,13.99437
10:49:04.900862,0.76207,0.00813,-0.62030,-6.33892,2.04990,-12.84325,0.00053,-0.08878,-0.02812,-0.02098,0.99290,0.74778,0.00000,-0.65503,15.03544
10:49:04.911819,0.77303,0.00877,-0.61540,-6.63243,2.53990,-3.56653,0.00420,-0.08771,-0.00030,-0.00976,0.97923,0.75790,0.00000,-0.50866,16.02588
10:49:04.921265,0.78247,0.00786,-0.60102,-6.81892,3.01240,6.15705,0.00007,-0.08740,-0.02507,-0.00537,0.98216,0.76835,0.00000,-0.31275,16.25543
10:49:04.931425,0.79264,0.00784,-0.60553,-6.91622,2.58365,12.95552,-0.00268,-0.09214,-0.00177,-0.02074,0.98826,0.77842,0.00000,-0.16922,11.78551
10:49:04.942845,0.80405,0.00824,-0.55564,-6.92757,2.75865,20.33573,-0.00115,-0.09458,-0.02147,0.03703,0.99772,0.78949,0.00000,-0.01798,11.65491
10:49:04.953542,0.81407,0.00730,-0.47351,-6.86919,3.30990,29.83273,0.00068,-0.09153,-0.00579,0.06734,0.98661,0.80065,0.00000,0.09163,14.86440
10:49:04.964879,0.82609,0.00885,-0.39382,-6.65189,4.15865,39.90722,-0.00680,-0.08756,0.03141,0.05874,0.98497,0.81103,0.00000,0.36664,16.94771
10:49:04.976627,0.83784,0.01033,-0.31573,-6.37622,4.62240,51.81084,-0.00604,-0.08175,-0.01336,0.05215,0.99448,0.82164,0.00000,0.45541,19.60533
10:49:04.994674,0.85588,0.00769,-0.13121,-5.58486,4.96365,77.03783,-0.00955,-0.06190,-0.01934,0.11980,1.00461,0.84188,0.00000,0.67410,21.44115
10:49:05.005819,0.86703,0.00848,-0.03801,-5.06595,5.71615,92.34883,-0.00573,-0.05457,-0.02294,0.05691,0.98893,0.85306,0.00000,0.83626,24.60179
10:49:05.016333,0.87729,0.00844,0.01468,-4.31514,5.54990,100.56354,-0.00191,-0.04434,-0.02263,0.02574,0.99808,0.86241,0.00000,1.40767,15.34573
10:49:05.027465,0.88868,0.00947,0.10818,-3.42486,5.95240,111.06078,-0.00665,-0.03578,0.03977,0.05990,0.96764,0.87295,0.00000,1.48208,17.41873
10:49:05.036276,0.89676,0.00647,0.21763,-2.39351,6.15365,122.37117,-0.00497,-0.01807,0.01068,0.07552,1.00406,0.88412,0.00000,1.61659,17.67431
10:49:05.047631,0.90882,0.00817,0.26497,-1.24378,6.55615,132.09217,-0.00634,-0.00998,-0.00030,0.00372,0.99009,0.89473,0.00000,1.86458,15.71529
10:49:05.058224,0.91943,0.00858,0.27278,-0.03568,5.76865,135.07973,-0.00848,-0.00677,-0.00458,-0.02794,1.01846,0.90468,0.00000,2.17246,5.35406
10:49:05.067911,0.92912,0.00810,0.30047,1.23081,4.68365,133.97453,-0.00894,0.00469,0.02141,0.00823,0.98869,0.91460,0.00000,2.19095,-1.90495
10:49:05.079713,0.94091,0.00953,0.35075,2.71784,4.70990,130.82793,-0.01291,0.01461,0.02196,0.02641,0.96563,0.92591,0.00000,2.34914,-4.95697
10:49:05.088114,0.94933,0.00746,0.39811,3.97297,4.07990,126.40840,-0.01535,0.02698,-0.00342,0.04221,1.04340,0.93562,0.00000,2.26487,-7.71355
10:49:05.100805,0.96141,0.00931,0.47698,5.30270,3.63365,121.58016,-0.01856,0.04057,0.01458,0.07869,1.03456,0.94700,0.00000,2.09839,-7.59663
10:49:05.109890,0.97033,0.00757,0.48466,6.73946,3.38865,111.74903,-0.01398,0.05523,-0.04050,0.00329,0.99753,0.95693,0.00000,2.54167,-17.33547
10:49:05.120042,0.98126,0.00834,0.63217,7.94919,2.91615,105.41622,-0.01413,0.07280,0.00641,0.17074,0.99393,0.96728,0.00000,2.04772,-10.68327
10:49:05.130799,0.99198,0.00869,0.70822,9.12649,2.32115,97.15594,-0.00940,0.08059,-0.00775,0.09065,0.92006,0.97702,0.00000,2.12029,-14.82589
10:49:05.140684,1.00190,0.00845,0.81762,10.21135,1.87490,90.59447,-0.00420,0.09555,-0.06381,0.13585,0.95825,0.98792,0.00000,1.74382,-10.51600
10:49:05.151469,1.01268,0.00845,1.00371,11.29946,2.22490,86.07790,0.00267,0.11510,-0.05594,0.21936,0.93672,0.99786,0.00000,1.88139,-7.77775
10:49:05.161768,1.02298,0.00840,1.14883,12.31946,2.46115,84.67503,0.01290,0.13984,-0.07924,0.16738,0.91219,1.00832,0.00000,1.74313,-2.38990
10:49:05.172820,1.03404,0.00876,1.23843,13.36541,2.44365,85.25726,0.00924,0.16305,-0.02574,0.11602,0.99436,1.02002,0.32723,1.56548,0.86897
10:49:05.182806,1.04402,0.00857,1.30995,14.29622,0.66740,79.17132,0.01366,0.18840,-0.17263,0.12413,1.00931,1.02922,0.63492,1.77627,-11.57459
10:49:05.193406,1.05390,0.00828,1.41313,15.19622,-0.00635,72.96112,0.01428,0.19512,0.01580,0.16757,0.99052,1.03939,1.13797,1.55050,-10.66494
10:49:05.203154,1.06437,0.00823,1.52581,16.07351,-1.74760,62.44924,0.00924,0.20047,-0.05948,0.20746,1.01766,1.04975,1.45543,1.48384,-17.72097
10:49:05.213872,1.07509,0.00859,1.65420,16.86162,-3.30510,49.37004,0.01137,0.20154,-0.03263,0.24461,0.99808,1.06025,1.86813,1.31554,-21.76135
10:49:05.224093,1.08530,0.00834,1.61037,17.53297,-3.18260,37.28114,0.01397,0.19421,-0.06240,0.03947,0.98277,1.07059,2.61050,1.11584,-20.02400
10:49:05.234675,1.09588,0.00834,1.58322,18.10378,-5.65010,17.46181,0.02038,0.19680,-0.07613,0.09010,0.97252,1.08160,2.24176,0.92625,-32.06185
10:49:05.244189,1.10540,0.00774,1.56139,18.48486,-6.86635,-2.82445,0.02267,0.18550,-0.03019,0.10108,0.96697,1.09143,3.62882,0.67890,-36.01853
10:49:05.254632,1.11584,0.00778,1.48223,18.68757,-7.08510,-22.84758,0.02573,0.17680,-0.04459,0.04148,0.97874,1.10162,3.29182,0.34931,-34.39348
10:49:05.265119,1.12633,0.00797,1.35407,18.70378,-8.26635,-46.64360,0.02665,0.16244,0.00366,0.00213,0.99271,1.11227,5.77778,0.02668,-39.02620
10:49:05.275022,1.13623,0.00724,1.16987,18.55946,-9.08885,-72.97635,0.02237,0.13984,0.00549,-0.05832,0.99503,1.12260,8.92796,-0.23999,-43.63326
10:49:05.287447,1.14866,0.00945,0.94844,18.05676,-10.11260,-101.64278,0.03230,0.11785,0.07515,-0.08363,1.01364,1.13385,7.15751,-0.79790,-45.36043
10:49:05.296153,1.15737,0.00768,0.80003,17.30919,-9.93760,-127.11947,0.02099,0.09021,0.11852,-0.00769,1.02724,1.14475,9.68498,-1.20154,-40.81600
10:49:05.308054,1.16927,0.00872,0.68370,16.30703,-9.19385,-144.35713,-0.00726,0.07509,1.04920,0.00744,1.05798,1.15461,6.98413,-1.74702,-29.94477
10:49:05.317574,1.17879,0.00802,1.01858,15.04054,-11.04010,-157.91041,0.02756,0.09112,-0.68857,0.96539,1.55428,1.16486,6.82051,-2.20912,-23.56507
10:49:05.327558,1.18877,0.00783,0.44726,13.70108,-4.28510,-155.03018,0.01794,0.01232,0.57474,-0.74603,1.15125,1.17452,6.71306,-2.43064,5.09782
10:49:05.339217,1.20043,0.00913,0.16282,12.09081,-4.68760,-154.72491,0.01947,0.05142,-0.88828,-0.15689,0.64532,1.18571,4.93773,-2.56895,0.48555
10:49:05.348882,1.21009,0.00858,0.11529,10.48703,-6.27135,-157.13398,-0.00848,0.01812,0.92330,0.05630,1.24666,1.19587,5.36996,-2.76753,-4.14407
10:49:05.359007,1.22022,0.00827,-0.04403,8.96432,-6.05260,-159.69713,-0.00252,0.01079,0.51447,-0.10150,1.10166,1.20552,6.23199,-2.76666,-4.64164
10:49:05.369087,1.23030,0.00740,-0.44539,7.18054,-5.57135,-165.49211,0.00511,-0.01563,0.75957,-0.38101,0.97881,1.21680,5.74847,-2.76883,-8.96962
10:49:05.379735,1.24095,0.00750,-0.62126,5.47784,-6.10510,-173.99666,0.00145,0.02958,-0.67777,-0.10376,0.91964,1.22760,5.29182,-2.76492,-13.76911
10:49:05.390790,1.25200,0.00795,-0.70867,3.65027,-5.44010,-177.82782,-0.00100,-0.01028,0.58749,-0.02050,0.96051,1.23829,5.61172,-2.99586,-6.26035
10:49:05.401406,1.26260,0.00819,-0.79450,1.79189,-6.74385,-184.97923,0.00465,-0.02571,-0.48788,-0.00549,0.96636,1.24890,4.22955,-3.07029,-11.77603
10:49:05.411423,1.27264,0.00787,-0.97213,0.02919,-6.42010,-192.55875,0.01351,-0.06495,0.28774,-0.12566,1.03962,1.25919,4.00000,-2.99941,-12.85605
10:49:05.422668,1.28387,0.00875,-1.09600,-1.99297,-6.65635,-197.70692,0.00129,-0.07748,-0.18587,-0.05990,1.05768,1.26967,3.15995,-3.38218,-8.58433
10:49:05.432884,1.29346,0.00809,-1.24949,-3.78649,-7.03260,-204.74659,0.01244,-0.09168,0.02867,-0.09394,0.96966,1.27918,2.81563,-3.30755,-12.93868
10:49:05.442999,1.30421,0.00783,-1.28230,-5.98054,-6.48135,-207.48828,-0.00008,-0.10130,-0.10980,0.04581,1.00717,1.29007,2.70330,-3.53069,-4.39899
10:49:05.454015,1.31523,0.00789,-1.29530,-8.25730,-5.72885,-205.35923,0.00221,-0.12131,0.12206,0.05581,0.92903,1.30119,2.01954,-3.58929,3.34649
10:49:05.464317,1.32553,0.00779,-1.24984,-10.36541,-3.77760,-195.00067,0.01107,-0.13276,-0.27346,0.09955,0.99430,1.31157,1.16484,-3.55730,17.42239
10:49:05.474247,1.33546,0.00739,-1.31867,-12.50108,-1.58135,-176.91746,0.00817,-0.15597,0.13274,-0.05642,0.97679,1.32240,0.50549,-3.45742,29.18237
10:49:05.485469,1.34602,0.00734,-1.33306,-14.65946,-1.10885,-154.59343,0.00847,-0.16697,-0.20551,-0.00238,1.02608,1.33252,0.00244,-3.73794,38.53561
10:49:05.494843,1.35512,0.00623,-1.39700,-16.53243,-0.03260,-132.02214,0.01428,-0.19354,0.00195,-0.07058,0.96911,1.34251,0.00000,-3.28336,38.61820
10:49:05.505603,1.36682,0.00757,-1.52585,-18.25459,0.39615,-111.56471,0.02558,-0.20591,-0.16183,-0.14933,0.95800,1.35332,0.00000,-2.84743,33.72230
10:49:05.516894,1.37811,0.00814,-1.59354,-19.70432,0.10740,-95.85415,0.02008,-0.20851,0.02440,-0.07979,0.96966,1.36377,0.00000,-2.43036,26.25399
10:49:05.527900,1.38911,0.00894,-1.57443,-20.92703,0.17740,-81.89025,0.01580,-0.20698,-0.09528,0.01696,0.99900,1.37382,0.00000,-2.13616,24.31366
10:49:05.538647,1.39984,0.00945,-1.64221,-21.96324,1.29740,-67.31516,0.02099,-0.21507,0.00055,-0.09607,0.98863,1.38399,0.00000,-1.84245,25.83378
10:49:05.547698,1.40892,0.00802,-1.54451,-22.92811,1.93615,-49.64645,0.01916,-0.19904,-0.16366,0.08558,0.98777,1.39443,0.00000,-1.61893,29.55190
10:49:05.559075,1.42029,0.00903,-1.44294,-23.70811,4.40365,-23.01803,0.01550,-0.19904,0.01970,0.05801,0.98430,1.40613,0.00000,-1.16444,39.63800
10:49:05.568904,1.43012,0.00875,-1.43189,-24.26270,5.60240,1.73148,0.01886,-0.19140,-0.10364,-0.04496,0.98533,1.41515,0.00000,-1.01007,44.87476
10:49:05.580178,1.44112,0.00958,-1.38458,-24.59351,6.06615,26.94938,0.01153,-0.18713,0.00897,-0.01995,0.96953,1.42597,0.00000,-0.55480,42.13022
10:49:05.588889,1.45009,0.00800,-1.30750,-24.70054,6.52990,49.66598,0.01351,-0.17689,-0.08388,0.01549,0.97783,1.43590,0.00000,-0.19480,41.21020
10:49:05.599728,1.46094,0.00729,-1.52339,-24.50108,6.87115,69.80257,0.01947,-0.17689,0.01415,-0.30598,0.86309,1.44749,0.00000,0.30114,30.31792
10:49:05.610992,1.47219,0.00813,-1.46616,-24.03892,7.76365,86.74618,-0.00695,-0.12039,0.03703,-0.02977,1.08983,1.45783,0.00000,0.78428,28.66396
10:49:05.622503,1.48297,0.00854,-1.20003,-23.37243,8.44615,108.36774,0.00236,-0.08328,-0.03904,0.19813,0.97447,1.46900,0.00000,1.04513,33.80809
10:49:05.631148,1.49236,0.00787,-0.94016,-22.59405,6.75740,120.13516,-0.00008,-0.08557,0.10925,0.32812,1.36524,1.47806,0.00000,1.50647,22.69423
10:49:05.642542,1.50356,0.00871,-1.00680,-21.45568,9.71490,140.62860,-0.01734,-0.08328,0.01671,-0.17050,0.86480,1.48932,0.00000,1.77100,31.79421
10:49:05.650661,1.51187,0.00642,-1.15626,-20.33027,9.71490,154.11604,-0.00741,-0.05197,0.30695,-0.21600,0.75762,1.49928,0.00000,1.98002,23.65114
10:49:05.663207,1.52442,0.00848,-0.98723,-18.89027,8.67365,162.36199,0.00053,-0.06938,-0.19929,0.09760,1.00705,1.50979,0.00000,2.39927,13.69202
10:49:05.673488,1.53470,0.00841,-0.77975,-17.36432,7.21240,165.52524,-0.00970,-0.03808,0.51521,0.18635,1.12673,1.52007,0.00000,2.60752,5.38733
10:49:05.681993,1.54321,0.00662,-0.72765,-15.68432,6.19740,163.53558,-0.01856,-0.01685,-0.58633,-0.00317,1.04023,1.53058,0.00000,2.74363,-3.23843
10:49:05.694223,1.55544,0.00848,-0.72298,-14.05459,5.61115,158.89951,-0.01245,-0.03410,0.82734,-0.04502,0.85674,1.54144,0.00000,2.68266,-7.60757
10:49:05.703685,1.56490,0.00778,-0.59101,-12.44595,3.63365,148.56897,0.00190,-0.01715,-0.73468,0.11743,0.96349,1.55208,0.00000,2.64624,-16.93936
10:49:05.718831,1.57957,0.01209,-0.54057,-10.64919,5.64615,141.45754,-0.00161,-0.02158,0.77647,0.00518,1.09654,1.56262,0.00000,2.94094,-11.60084
10:49:05.743207,1.60440,0.01199,-0.57932,-6.78324,6.24990,128.71899,-0.02039,0.00896,0.03215,-0.22204,0.98387,1.58944,0.00000,2.53736,-8.35074
10:49:05.765664,1.62688,0.01052,-0.50084,-3.55297,5.41865,110.74058,-0.02528,0.03477,0.15909,-0.03819,0.94581,1.61298,0.00000,2.40022,-13.34042
10:49:05.788384,1.64960,0.01031,-0.31406,-1.04757,4.71865,98.59281,-0.02161,0.05951,-0.08601,0.11346,0.97124,1.63459,0.00000,1.95282,-9.45198
10:49:05.815828,1.67704,0.01243,-0.17467,1.96865,4.81490,82.68055,-0.02054,0.10471,0.18349,0.03227,1.00394,1.66163,0.00000,2.01134,-10.59762
10:49:05.840363,1.70157,0.01081,-0.08103,4.55351,1.77865,46.38405,-0.01367,0.15496,0.05459,0.07430,0.95471,1.68755,0.54457,1.74375,-24.45436
10:49:05.862822,1.72402,0.01123,-0.06794,5.99189,0.08115,13.61892,-0.00268,0.18107,0.01720,0.03440,0.94391,1.70872,0.50549,1.18781,-27.01529
10:49:05.888161,1.74937,0.01205,-0.03341,6.76541,-1.39760,-23.27226,-0.00313,0.19512,-0.02599,0.10211,0.97887,1.73393,1.08181,0.53656,-25.55665
10:49:05.909691,1.77091,0.00945,-0.09660,6.76378,-5.72010,-82.38939,0.00328,0.17099,-0.03934,0.11151,1.01602,1.75816,3.10379,-0.00117,-42.57975
